0,1,2,3,4,5,6,7,8,9,10
butter,whole milk,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
rolls/buns,canned fish,chocolate,,,,,,,,
tropical fruit,butter milk,brown bread,,,,,,,,
pet care,whole milk,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
whole milk,soda,soda,fruit/vegetable juice,,,,,,,
sausage,sausage,whole milk,canned fruit,cake bar,,,,,,
flower (seeds),domestic eggs,,,,,,,,,
butter,specialty chocolate,frozen meals,,,,,,,,
chicken,sugar,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
photo/film,whole milk,,,,,,,,,
white wine,newspapers,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
soda,butter,,,,,,,,,
pastry,liquor,,,,,,,,,
berries,pet care,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
canned beer,ice cream,newspapers,pastry,bottled beer,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
yogurt,pork,UHT-milk,specialty bar,,,,,,,
whole milk,ice cream,soda,yogurt,spices,,,,,,
organic sausage,soda,rolls/buns,,,,,,,,
sausage,bottled water,,,,,,,,,
pastry,candles,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
soft cheese,rolls/buns,detergent,,,,,,,,
napkins,photo/film,,,,,,,,,
citrus fruit,butter milk,cream cheese,,,,,,,,
whole milk,other vegetables,,,,,,,,,
root vegetables,waffles,cream cheese,,,,,,,,
soda,butter milk,citrus fruit,other vegetables,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
pastry,domestic eggs,napkins,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
onions,pip fruit,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
beef,bottled water,,,,,,,,,
hard cheese,bottled beer,whole milk,liquor (appetizer),,,,,,,
whole milk,specialty chocolate,,,,,,,,,
whole milk,butter,,,,,,,,,
chicken,yogurt,,,,,,,,,
chewing gum,soda,,,,,,,,,
beef,pastry,,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
citrus fruit,pastry,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
dish cleaner,fruit/vegetable juice,,,,,,,,,
soda,other vegetables,,,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
yogurt,long life bakery product,onions,hygiene articles,sugar,,,,,,
beef,tea,oil,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
citrus fruit,other vegetables,brown bread,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
sausage,mustard,,,,,,,,,
condensed milk,pastry,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,curd,,,,,,,,,
ham,seasonal products,cat food,,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
meat,ice cream,,,,,,,,,
sausage,coffee,yogurt,white wine,,,,,,,
sausage,whole milk,jam,yogurt,,,,,,,
dessert,herbs,waffles,,,,,,,,
pastry,chewing gum,,,,,,,,,
meat,pip fruit,yogurt,,,,,,,,
pork,root vegetables,,,,,,,,,
citrus fruit,salt,,,,,,,,,
sausage,pastry,,,,,,,,,
citrus fruit,roll products,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
chicken,butter,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
whole milk,dessert,dish cleaner,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
female sanitary products,pot plants,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soft cheese,coffee,,,,,,,,,
rolls/buns,onions,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
bottled water,newspapers,,,,,,,,,
frankfurter,sugar,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,soda,other vegetables,,,,,,,,
herbs,yogurt,prosecco,,,,,,,,
whole milk,brown bread,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
whole milk,oil,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
chicken,chocolate,chewing gum,,,,,,,,
bottled water,root vegetables,bottled water,,,,,,,,
liver loaf,whipped/sour cream,,,,,,,,,
meat,beverages,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
frozen vegetables,napkins,,,,,,,,,
other vegetables,dog food,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
sausage,chocolate,newspapers,pastry,,,,,,,
male cosmetics,soda,,,,,,,,,
specialty chocolate,citrus fruit,UHT-milk,frozen meals,,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
chicken,other vegetables,frozen meals,,,,,,,,
curd,butter,,,,,,,,,
pork,domestic eggs,,,,,,,,,
mayonnaise,domestic eggs,,,,,,,,,
brown bread,yogurt,,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
whole milk,cake bar,,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
specialty bar,cream cheese,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
other vegetables,butter,,,,,,,,,
citrus fruit,soda,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
beef,specialty chocolate,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
whole milk,onions,,,,,,,,,
beef,pastry,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
UHT-milk,herbs,newspapers,,,,,,,,
root vegetables,liquor,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
sausage,pip fruit,,,,,,,,,
root vegetables,candy,,,,,,,,,
pastry,rolls/buns,sliced cheese,tropical fruit,liquor,hygiene articles,dental care,napkins,,,
sausage,onions,,,,,,,,,
yogurt,dessert,,,,,,,,,
rolls/buns,root vegetables,bottled beer,yogurt,pickled vegetables,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
onions,long life bakery product,,,,,,,,,
grapes,bottled water,,,,,,,,,
hamburger meat,yogurt,bottled water,,,,,,,,
onions,brown bread,domestic eggs,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
white wine,condensed milk,,,,,,,,,
whole milk,pastry,margarine,pastry,,,,,,,
cream cheese,margarine,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
chicken,beef,,,,,,,,,
pastry,margarine,,,,,,,,,
whole milk,frozen meals,rolls/buns,,,,,,,,
rolls/buns,oil,,,,,,,,,
ham,frozen meals,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
butter,brown bread,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
whole milk,pip fruit,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,spread cheese,chocolate,,,,,,,,
frankfurter,sausage,yogurt,soda,coffee,,,,,,
other vegetables,yogurt,,,,,,,,,
chicken,whole milk,specialty bar,,,,,,,,
soda,salty snack,candy,,,,,,,,
soda,rolls/buns,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
beef,condensed milk,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
chicken,margarine,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
whole milk,yogurt,,,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
soda,domestic eggs,,,,,,,,,
sausage,white wine,,,,,,,,,
tropical fruit,sausage,beef,yogurt,long life bakery product,yogurt,cream cheese,processed cheese,,,
cat food,domestic eggs,,,,,,,,,
canned beer,cream cheese,,,,,,,,,
flower soil/fertilizer,waffles,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
curd,brown bread,,,,,,,,,
soda,pork,,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
frozen meals,tidbits,,,,,,,,,
coffee,root vegetables,bottled beer,,,,,,,,
whole milk,white bread,,,,,,,,,
napkins,pork,,,,,,,,,
sausage,bottled water,whole milk,ketchup,soda,chewing gum,,,,,
canned beer,berries,butter,baking powder,,,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
chewing gum,other vegetables,,,,,,,,,
whole milk,rolls/buns,other vegetables,margarine,,,,,,,
beef,chocolate,,,,,,,,,
butter,bottled beer,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pastry,whole milk,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
white bread,napkins,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
tropical fruit,pasta,sugar,,,,,,,,
rolls/buns,house keeping products,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
pastry,bottled beer,,,,,,,,,
dish cleaner,waffles,,,,,,,,,
onions,chocolate,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
whole milk,pastry,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
bottled beer,canned beer,dish cleaner,,,,,,,,
other vegetables,cream cheese,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
napkins,whole milk,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
pot plants,frozen dessert,,,,,,,,,
beef,white bread,,,,,,,,,
sugar,shopping bags,instant coffee,,,,,,,,
frankfurter,cream cheese,,,,,,,,,
white wine,sugar,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
chicken,whisky,,,,,,,,,
berries,pip fruit,,,,,,,,,
dessert,butter milk,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
ham,whole milk,candy,,,,,,,,
ham,cream cheese,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
whole milk,root vegetables,sausage,frozen vegetables,chocolate,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
whole milk,sugar,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
rolls/buns,domestic eggs,rolls/buns,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
beef,brown bread,,,,,,,,,
sausage,fish,,,,,,,,,
pastry,ketchup,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
chocolate,coffee,,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
roll products,margarine,,,,,,,,,
hamburger meat,soda,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
root vegetables,bottled water,napkins,shopping bags,rice,,,,,,
ham,chicken,canned beer,other vegetables,napkins,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
pastry,grapes,,,,,,,,,
soda,liquor,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
meat,citrus fruit,,,,,,,,,
soda,soda,domestic eggs,,,,,,,,
liquor,dessert,waffles,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pip fruit,hard cheese,bottled water,,,,,,,,
napkins,pastry,,,,,,,,,
pastry,whole milk,dessert,,,,,,,,
yogurt,pip fruit,yogurt,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
yogurt,pastry,kitchen towels,,,,,,,,
beef,butter milk,,,,,,,,,
canned beer,specialty vegetables,long life bakery product,,,,,,,,
dessert,bottled water,,,,,,,,,
citrus fruit,onions,,,,,,,,,
bottled water,soda,,,,,,,,,
root vegetables,coffee,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
specialty chocolate,soda,bathroom cleaner,,,,,,,,
specialty cheese,meat,cat food,bottled beer,newspapers,,,,,,
pork,chewing gum,canned fish,,,,,,,,
citrus fruit,cleaner,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
fruit/vegetable juice,yogurt,pastry,,,,,,,,
whole milk,misc. beverages,pot plants,,,,,,,,
root vegetables,brown bread,,,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
rolls/buns,waffles,,,,,,,,,
other vegetables,sugar,,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
finished products,pastry,,,,,,,,,
finished products,whole milk,other vegetables,cling film/bags,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,soda,frozen vegetables,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
meat,whole milk,newspapers,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
soda,detergent,,,,,,,,,
butter milk,bottled beer,soda,,,,,,,,
citrus fruit,liquor,white bread,,,,,,,,
whole milk,butter,,,,,,,,,
pip fruit,yogurt,syrup,,,,,,,,
dishes,shopping bags,hard cheese,other vegetables,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
curd,processed cheese,bottled water,pickled vegetables,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
pork,brown bread,,,,,,,,,
butter milk,margarine,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
candy,frozen meals,,,,,,,,,
margarine,coffee,sliced cheese,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
butter,shopping bags,,,,,,,,,
whole milk,canned beer,,,,,,,,,
hamburger meat,tropical fruit,whipped/sour cream,rolls/buns,,,,,,,
whole milk,root vegetables,,,,,,,,,
pastry,frozen potato products,,,,,,,,,
whole milk,sauces,,,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
beef,flour,,,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
root vegetables,dog food,,,,,,,,,
soda,grapes,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
soda,soft cheese,oil,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
chocolate,margarine,,,,,,,,,
yogurt,brown bread,,,,,,,,,
butter,sugar,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
citrus fruit,oil,specialty chocolate,,,,,,,,
zwieback,shopping bags,kitchen towels,,,,,,,,
onions,chicken,,,,,,,,,
frankfurter,butter,,,,,,,,,
coffee,dishes,,,,,,,,,
detergent,liquor (appetizer),,,,,,,,,
tropical fruit,rolls/buns,root vegetables,,,,,,,,
sausage,grapes,,,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
frankfurter,yogurt,waffles,,,,,,,,
pork,cream cheese,,,,,,,,,
beef,berries,,,,,,,,,
sweet spreads,rolls/buns,,,,,,,,,
frozen vegetables,curd,rolls/buns,,,,,,,,
pastry,syrup,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whipped/sour cream,other vegetables,pot plants,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
butter,soda,oil,,,,,,,,
skin care,oil,,,,,,,,,
bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
seasonal products,flour,domestic eggs,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
whole milk,soda,tea,,,,,,,,
frankfurter,whole milk,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
bottled beer,soda,,,,,,,,,
white wine,whole milk,,,,,,,,,
whole milk,brandy,,,,,,,,,
soups,coffee,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,
pastry,herbs,,,,,,,,,
root vegetables,berries,,,,,,,,,
brown bread,pastry,,,,,,,,,
pork,light bulbs,waffles,,,,,,,,
soda,whole milk,,,,,,,,,
pork,bottled water,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
beverages,cake bar,cake bar,frozen meals,,,,,,,
potato products,specialty bar,,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
pork,sugar,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
bottled water,brown bread,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
whole milk,whipped/sour cream,long life bakery product,,,,,,,,
butter,onions,napkins,,,,,,,,
whole milk,bottled beer,,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
citrus fruit,sliced cheese,,,,,,,,,
hard cheese,meat,beverages,curd,fruit/vegetable juice,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
sausage,cream cheese,,,,,,,,,
UHT-milk,frozen vegetables,,,,,,,,,
frankfurter,female sanitary products,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
root vegetables,sugar,bottled water,white bread,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,hard cheese,,,,,,,,,
chicken,herbs,soda,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
meat,canned beer,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
newspapers,other vegetables,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
yogurt,pasta,bottled water,,,,,,,,
sausage,chocolate,,,,,,,,,
red/blush wine,other vegetables,,,,,,,,,
whole milk,soda,mayonnaise,,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
soda,rolls/buns,,,,,,,,,
whole milk,baking powder,,,,,,,,,
other vegetables,coffee,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
sausage,butter,,,,,,,,,
meat spreads,mayonnaise,,,,,,,,,
pork,packaged fruit/vegetables,pastry,rolls/buns,,,,,,,
bottled water,whipped/sour cream,berries,whole milk,,,,,,,
butter,specialty bar,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
grapes,processed cheese,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
whole milk,hamburger meat,canned beer,fruit/vegetable juice,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
whole milk,sliced cheese,shopping bags,,,,,,,,
soda,root vegetables,,,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
rolls/buns,yogurt,frozen vegetables,white wine,,,,,,,
onions,coffee,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
pip fruit,bottled water,salt,,,,,,,,
soda,mustard,,,,,,,,,
hamburger meat,butter,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
frankfurter,beef,red/blush wine,whole milk,frozen dessert,,,,,,
root vegetables,yogurt,specialty bar,,,,,,,,
coffee,turkey,margarine,hard cheese,,,,,,,
other vegetables,zwieback,,,,,,,,,
butter milk,UHT-milk,,,,,,,,,
whole milk,hamburger meat,beverages,bottled water,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
brown bread,processed cheese,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,whole milk,meat,other vegetables,dog food,bottled water,domestic eggs,,,,
rolls/buns,red/blush wine,,,,,,,,,
soda,soda,,,,,,,,,
canned beer,frozen fish,,,,,,,,,
domestic eggs,other vegetables,brown bread,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
specialty bar,whole milk,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,butter,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
waffles,margarine,,,,,,,,,
ketchup,whole milk,,,,,,,,,
butter milk,citrus fruit,,,,,,,,,
rolls/buns,pork,,,,,,,,,
frankfurter,cream cheese,,,,,,,,,
beverages,cream cheese,,,,,,,,,
snack products,soups,,,,,,,,,
rolls/buns,cream cheese,,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
other vegetables,cat food,,,,,,,,,
frozen dessert,detergent,,,,,,,,,
finished products,dessert,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
citrus fruit,frankfurter,citrus fruit,bottled water,,,,,,,
pork,flour,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
meat,citrus fruit,,,,,,,,,
frozen fish,ketchup,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
pork,whole milk,,,,,,,,,
root vegetables,grapes,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,frozen dessert,other vegetables,cream cheese,,,,,,,
whole milk,other vegetables,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
chocolate,oil,domestic eggs,fruit/vegetable juice,frozen vegetables,rolls/buns,,,,,
yogurt,frozen vegetables,waffles,,,,,,,,
other vegetables,shopping bags,specialty bar,,,,,,,,
bottled water,yogurt,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
dishes,shopping bags,brown bread,white bread,,,,,,,
semi-finished bread,waffles,,,,,,,,,
frankfurter,pickled vegetables,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
citrus fruit,frankfurter,coffee,UHT-milk,candy,fruit/vegetable juice,,,,,
canned beer,yogurt,,,,,,,,,
soda,bottled water,,,,,,,,,
pip fruit,coffee,whole milk,pastry,seasonal products,,,,,,
white bread,rolls/buns,,,,,,,,,
whole milk,yogurt,,,,,,,,,
frankfurter,curd,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
tropical fruit,sausage,root vegetables,spread cheese,,,,,,,
other vegetables,shopping bags,soda,,,,,,,,
root vegetables,white bread,,,,,,,,,
root vegetables,sausage,cream cheese,yogurt,detergent,,,,,,
frankfurter,whipped/sour cream,citrus fruit,whole milk,dishes,,,,,,
UHT-milk,cream cheese,,,,,,,,,
rolls/buns,curd,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
butter milk,red/blush wine,,,,,,,,,
tropical fruit,ice cream,butter milk,domestic eggs,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
beverages,coffee,,,,,,,,,
pork,bottled beer,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
whole milk,shopping bags,specialty bar,,,,,,,,
bottled beer,cream cheese,chocolate,,,,,,,,
shopping bags,bottled beer,,,,,,,,,
beef,candy,,,,,,,,,
sausage,margarine,,,,,,,,,
yogurt,sliced cheese,,,,,,,,,
pork,white bread,,,,,,,,,
pickled vegetables,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
